,feature,class,classID,fold
3010,"[[-0.11977908 -0.12119581 -0.1216886  ...  0.          0.
   0.        ]
 [-0.11608177 -0.10516672 -0.08068122 ...  0.          0.
   0.        ]
 [-0.1185715  -0.09290042 -0.08511991 ...  0.          0.
   0.        ]
 ...
 [-0.1239358  -0.12393752 -0.1239381  ...  0.          0.
   0.        ]
 [-0.12393599 -0.12393756 -0.1239381  ...  0.          0.
   0.        ]
 [-0.12393598 -0.12393757 -0.12393811 ...  0.          0.
   0.        ]]",car_horn,1,2
3011,"[[-0.12167465 -0.12196457 -0.12080204 ...  0.          0.
   0.        ]
 [-0.12075593 -0.12169854 -0.11485848 ...  0.          0.
   0.        ]
 [-0.12250026 -0.12267975 -0.11956479 ...  0.          0.
   0.        ]
 ...
 [-0.12303021 -0.12303041 -0.12303048 ...  0.          0.
   0.        ]
 [-0.1230302  -0.12303039 -0.12303048 ...  0.          0.
   0.        ]
 [-0.12303025 -0.12303043 -0.1230305  ...  0.          0.
   0.        ]]",car_horn,1,2
3012,"[[ 3.0532718   3.628866    0.         ...  0.          0.
   0.        ]
 [ 4.286459    8.668733    0.         ...  0.          0.
   0.        ]
 [ 2.4863744   3.3154497   0.         ...  0.          0.
   0.        ]
 ...
 [-0.36174712 -0.3613674   0.         ...  0.          0.
   0.        ]
 [-0.36173818 -0.3613385   0.         ...  0.          0.
   0.        ]
 [-0.36174345 -0.36135334  0.         ...  0.          0.
   0.        ]]",car_horn,1,6
3013,"[[ 2.1829376   5.382401    5.0777254  ...  0.          0.
   0.        ]
 [ 2.8602989   3.1022224   2.456373   ...  0.          0.
   0.        ]
 [ 1.0912086   2.4651074   3.0904295  ...  0.          0.
   0.        ]
 ...
 [-0.252354   -0.25235388 -0.25235397 ...  0.          0.
   0.        ]
 [-0.25235426 -0.25235438 -0.25235444 ...  0.          0.
   0.        ]
 [-0.25235435 -0.25235447 -0.25235453 ...  0.          0.
   0.        ]]",car_horn,1,6
3014,"[[ 0.6384314   2.2557251   6.1048536  ...  0.          0.
   0.        ]
 [ 6.376559    8.34842     5.720261   ...  0.          0.
   0.        ]
 [ 2.9557006   3.5040612   3.4640806  ...  0.          0.
   0.        ]
 ...
 [-0.34553108 -0.34558636 -0.3456046  ...  0.          0.
   0.        ]
 [-0.3455465  -0.3455909  -0.3456055  ...  0.          0.
   0.        ]
 [-0.345544   -0.3455903  -0.3456057  ...  0.          0.
   0.        ]]",car_horn,1,1
3015,"[[ 0.9504553   1.8596779   1.8597399  ...  0.          0.
   0.        ]
 [ 0.27895826  1.8828037   1.6196005  ...  0.          0.
   0.        ]
 [ 1.3200568   1.4539711   2.31691    ...  0.          0.
   0.        ]
 ...
 [-0.34419602 -0.34428114 -0.3443093  ...  0.          0.
   0.        ]
 [-0.34419534 -0.34428144 -0.3443102  ...  0.          0.
   0.        ]
 [-0.34419852 -0.34428233 -0.34431025 ...  0.          0.
   0.        ]]",car_horn,1,7
3016,"[[-0.3608085  -0.36033192 -0.36135086 ...  0.          0.
   0.        ]
 [-0.36041716 -0.36048982 -0.36066604 ...  0.          0.
   0.        ]
 [-0.36263573 -0.36231297 -0.3618987  ...  0.          0.
   0.        ]
 ...
 [-0.36329305 -0.36329445 -0.36330372 ...  0.          0.
   0.        ]
 [-0.36330435 -0.36330417 -0.36330488 ...  0.          0.
   0.        ]
 [-0.3633047  -0.36330444 -0.3633049  ...  0.          0.
   0.        ]]",dog_bark,3,10
3017,"[[ 1.2589526   0.79090387 -0.2747043  ...  0.          0.
   0.        ]
 [ 2.5563269   1.125911   -0.30456352 ...  0.          0.
   0.        ]
 [ 2.9199939   1.312448   -0.29724577 ...  0.          0.
   0.        ]
 ...
 [-0.35012108 -0.35017145 -0.35033062 ...  0.          0.
   0.        ]
 [-0.35032237 -0.35033062 -0.35035408 ...  0.          0.
   0.        ]
 [-0.35035044 -0.35035193 -0.35035747 ...  0.          0.
   0.        ]]",gun_shot,6,2
3018,"[[ 3.036104   11.630794   14.058207   ...  0.          0.
   0.        ]
 [10.512439   35.893364   33.38753    ...  0.          0.
   0.        ]
 [ 3.5404136   4.986612    3.1656358  ...  0.          0.
   0.        ]
 ...
 [-0.16473566 -0.16473569 -0.16473565 ...  0.          0.
   0.        ]
 [-0.16473566 -0.16473575 -0.16473576 ...  0.          0.
   0.        ]
 [-0.16473567 -0.16473575 -0.16473578 ...  0.          0.
   0.        ]]",siren,8,1
3019,"[[-0.16666779 -0.13429588 -0.09264805 ...  0.          0.
   0.        ]
 [ 0.14740999  0.13206841  0.3309432  ...  0.          0.
   0.        ]
 [ 1.9380645   1.386144    0.9698658  ...  0.          0.
   0.        ]
 ...
 [-0.18935151 -0.18935196 -0.18935229 ...  0.          0.
   0.        ]
 [-0.18935199 -0.18935235 -0.18935253 ...  0.          0.
   0.        ]
 [-0.18935218 -0.18935248 -0.18935256 ...  0.          0.
   0.        ]]",siren,8,1
3020,"[[-0.14270143 -0.03285796  0.1410237  ...  0.          0.
   0.        ]
 [ 0.94765466  1.0416142   1.078024   ...  0.          0.
   0.        ]
 [ 3.121705    2.9706707   2.780846   ...  0.          0.
   0.        ]
 ...
 [-0.3676813  -0.3676841  -0.36768565 ...  0.          0.
   0.        ]
 [-0.3676866  -0.36768734 -0.36768755 ...  0.          0.
   0.        ]
 [-0.36768755 -0.36768794 -0.36768806 ...  0.          0.
   0.        ]]",siren,8,1
3021,"[[-0.24582735 -0.18280645  0.01029517 ...  0.          0.
   0.        ]
 [-0.19072199 -0.07903934  0.16101615 ...  0.          0.
   0.        ]
 [ 3.883434    3.3276372   2.699388   ...  0.          0.
   0.        ]
 ...
 [-0.35935757 -0.3594042  -0.35942024 ...  0.          0.
   0.        ]
 [-0.35935828 -0.35940534 -0.3594212  ...  0.          0.
   0.        ]
 [-0.35936618 -0.35940754 -0.35942134 ...  0.          0.
   0.        ]]",siren,8,1
3022,"[[ 0.34312636  0.0258403  -0.2076497  ...  0.          0.
   0.        ]
 [ 0.7928748   0.28141057 -0.00446407 ...  0.          0.
   0.        ]
 [ 0.61371     1.2024261   1.7536584  ...  0.          0.
   0.        ]
 ...
 [-0.22890507 -0.22899258 -0.22902176 ...  0.          0.
   0.        ]
 [-0.22890992 -0.22899419 -0.22902226 ...  0.          0.
   0.        ]
 [-0.22891366 -0.2289952  -0.22902238 ...  0.          0.
   0.        ]]",siren,8,1
3023,"[[-0.13342194 -0.12467525  0.02230795 ...  0.          0.
   0.        ]
 [ 0.04131926  0.18901618  0.36011434 ...  0.          0.
   0.        ]
 [ 1.9610138   2.104909    1.9367328  ...  0.          0.
   0.        ]
 ...
 [-0.2189479  -0.21895826 -0.21896173 ...  0.          0.
   0.        ]
 [-0.21894877 -0.21895863 -0.21896192 ...  0.          0.
   0.        ]
 [-0.21895052 -0.21895911 -0.21896197 ...  0.          0.
   0.        ]]",siren,8,1
3024,"[[-0.09424255 -0.06030617 -0.09442468 ...  0.          0.
   0.        ]
 [ 0.02613877  0.0046701   0.09485758 ...  0.          0.
   0.        ]
 [ 0.727272    0.8070694   0.8650789  ...  0.          0.
   0.        ]
 ...
 [-0.17755143 -0.17762047 -0.17764391 ...  0.          0.
   0.        ]
 [-0.17755198 -0.17762119 -0.17764425 ...  0.          0.
   0.        ]
 [-0.17755334 -0.17762159 -0.17764431 ...  0.          0.
   0.        ]]",siren,8,1
3025,"[[-0.07096379 -0.06047824 -0.03625213 ...  0.          0.
   0.        ]
 [-0.08787683 -0.0799124  -0.07194424 ...  0.          0.
   0.        ]
 [-0.09607178 -0.08493589 -0.07944274 ...  0.          0.
   0.        ]
 ...
 [-0.10162017 -0.10162005 -0.1016195  ...  0.          0.
   0.        ]
 [-0.10162044 -0.10162023 -0.10161976 ...  0.          0.
   0.        ]
 [-0.1016205  -0.10162041 -0.10162027 ...  0.          0.
   0.        ]]",children_playing,2,10
3026,"[[-0.05799714 -0.05531017 -0.04424647 ...  0.          0.
   0.        ]
 [-0.07022531 -0.06951836 -0.06511343 ...  0.          0.
   0.        ]
 [-0.06677485 -0.06422912 -0.06673721 ...  0.          0.
   0.        ]
 ...
 [-0.07113387 -0.07113404 -0.0711343  ...  0.          0.
   0.        ]
 [-0.0711344  -0.0711344  -0.07113445 ...  0.          0.
   0.        ]
 [-0.07113449 -0.07113451 -0.07113452 ...  0.          0.
   0.        ]]",children_playing,2,10
3027,"[[ 0.36328554  0.87552494  1.3684138  ...  0.          0.
   0.        ]
 [ 0.30752108  0.09416007  0.00400652 ...  0.          0.
   0.        ]
 [ 0.01269255  0.0171493  -0.11892347 ...  0.          0.
   0.        ]
 ...
 [-0.26404706 -0.2640493  -0.2640409  ...  0.          0.
   0.        ]
 [-0.2640454  -0.26406363 -0.2640706  ...  0.          0.
   0.        ]
 [-0.26404905 -0.2640659  -0.26407155 ...  0.          0.
   0.        ]]",children_playing,2,10
3028,"[[ 0.23648559  1.3708615   1.2673334  ...  0.          0.
   0.        ]
 [ 1.3562671   2.533933    1.2408684  ...  0.          0.
   0.        ]
 [ 0.11797629  0.03069722  0.06964765 ...  0.          0.
   0.        ]
 ...
 [-0.25993803 -0.26000133 -0.2600211  ...  0.          0.
   0.        ]
 [-0.25994167 -0.26000857 -0.26002973 ...  0.          0.
   0.        ]
 [-0.25994286 -0.2600107  -0.2600334  ...  0.          0.
   0.        ]]",children_playing,2,10
3029,"[[ 2.332659    3.7150056   6.090437   ...  0.          0.
   0.        ]
 [ 0.37372044  1.0057384   3.157866   ...  0.          0.
   0.        ]
 [ 0.2733283   0.6362896   0.8706682  ...  0.          0.
   0.        ]
 ...
 [-0.22183082 -0.22185022 -0.22181804 ...  0.          0.
   0.        ]
 [-0.22172979 -0.22183819 -0.22186527 ...  0.          0.
   0.        ]
 [-0.22181584 -0.2218634  -0.22187835 ...  0.          0.
   0.        ]]",children_playing,2,10
3030,"[[ 0.5262288   0.27955467  0.21936326 ...  0.          0.
   0.        ]
 [ 2.6611352   1.7607225   1.9317033  ...  0.          0.
   0.        ]
 [ 2.662775    1.3062773   0.5110056  ...  0.          0.
   0.        ]
 ...
 [-0.3515229  -0.3515536  -0.35156783 ...  0.          0.
   0.        ]
 [-0.3515284  -0.35156694 -0.3515819  ...  0.          0.
   0.        ]
 [-0.3515358  -0.3515733  -0.3515851  ...  0.          0.
   0.        ]]",children_playing,2,10
3031,"[[ 3.8015587   3.1957474   2.930276   ...  0.          0.
   0.        ]
 [ 8.388194   13.09627    16.60217    ...  0.          0.
   0.        ]
 [ 3.203526    9.240975   25.077929   ...  0.          0.
   0.        ]
 ...
 [-0.27007604 -0.27002406 -0.26915434 ...  0.          0.
   0.        ]
 [-0.27009296 -0.2700925  -0.2700863  ...  0.          0.
   0.        ]
 [-0.27009544 -0.27009594 -0.2700961  ...  0.          0.
   0.        ]]",children_playing,2,10
3032,"[[11.580329    7.149372    8.227129   ...  0.          0.
   0.        ]
 [ 2.9999425   2.0144591   4.5991817  ...  0.          0.
   0.        ]
 [ 1.3456084   0.8127144   2.1668959  ...  0.          0.
   0.        ]
 ...
 [-0.2897519  -0.28980064 -0.28981787 ...  0.          0.
   0.        ]
 [-0.28975007 -0.2898016  -0.28981948 ...  0.          0.
   0.        ]
 [-0.2897506  -0.28980267 -0.2898201  ...  0.          0.
   0.        ]]",children_playing,2,10
3033,"[[-0.05554127 -0.05493565 -0.05436856 ...  0.          0.
   0.        ]
 [-0.05626841 -0.05615519 -0.0549905  ...  0.          0.
   0.        ]
 [-0.05627405 -0.05618906 -0.05528704 ...  0.          0.
   0.        ]
 ...
 [-0.05627574 -0.05627559 -0.056275   ...  0.          0.
   0.        ]
 [-0.05627574 -0.05627571 -0.05627562 ...  0.          0.
   0.        ]
 [-0.05627574 -0.05627573 -0.05627571 ...  0.          0.
   0.        ]]",dog_bark,3,6
3034,"[[-0.08510771 -0.08368206 -0.08047669 ...  0.          0.
   0.        ]
 [-0.08513745 -0.08499706 -0.08456273 ...  0.          0.
   0.        ]
 [-0.0851429  -0.08506337 -0.08481984 ...  0.          0.
   0.        ]
 ...
 [-0.0851474  -0.08514723 -0.08514706 ...  0.          0.
   0.        ]
 [-0.08514742 -0.08514737 -0.08514734 ...  0.          0.
   0.        ]
 [-0.08514742 -0.08514731 -0.08514725 ...  0.          0.
   0.        ]]",dog_bark,3,6
3035,"[[-0.09138108 -0.08892936 -0.08513811 ...  0.          0.
   0.        ]
 [-0.09343841 -0.09346407 -0.09339079 ...  0.          0.
   0.        ]
 [-0.09352423 -0.09349925 -0.09338183 ...  0.          0.
   0.        ]
 ...
 [-0.09358953 -0.09358953 -0.09358953 ...  0.          0.
   0.        ]
 [-0.09358953 -0.09358953 -0.09358953 ...  0.          0.
   0.        ]
 [-0.09358953 -0.09358953 -0.09358953 ...  0.          0.
   0.        ]]",dog_bark,3,1
3036,"[[-0.10259254 -0.1051448  -0.02605789 ...  0.          0.
   0.        ]
 [-0.12087357 -0.11501476 -0.03264211 ...  0.          0.
   0.        ]
 [-0.12120603 -0.11297163 -0.09871748 ...  0.          0.
   0.        ]
 ...
 [-0.1234962  -0.12349623 -0.1234962  ...  0.          0.
   0.        ]
 [-0.12349621 -0.12349623 -0.12349619 ...  0.          0.
   0.        ]
 [-0.12349621 -0.12349624 -0.12349621 ...  0.          0.
   0.        ]]",dog_bark,3,1
3037,"[[-0.08328246 -0.08321801 -0.08016815 ...  0.          0.
   0.        ]
 [-0.08343238 -0.08342528 -0.08327635 ...  0.          0.
   0.        ]
 [-0.08343815 -0.08343545 -0.08340329 ...  0.          0.
   0.        ]
 ...
 [-0.08343881 -0.08343879 -0.08343866 ...  0.          0.
   0.        ]
 [-0.08343881 -0.08343881 -0.08343869 ...  0.          0.
   0.        ]
 [-0.08343881 -0.08343881 -0.08343878 ...  0.          0.
   0.        ]]",dog_bark,3,1
3038,"[[-0.12243153 -0.12410371 -0.12716943 ...  0.          0.
   0.        ]
 [-0.1315964  -0.13156882 -0.13086432 ...  0.          0.
   0.        ]
 [-0.13171078 -0.13158521 -0.1313266  ...  0.          0.
   0.        ]
 ...
 [-0.13175113 -0.13175105 -0.13175015 ...  0.          0.
   0.        ]
 [-0.13175113 -0.1317511  -0.1317508  ...  0.          0.
   0.        ]
 [-0.13175113 -0.13175112 -0.13175085 ...  0.          0.
   0.        ]]",dog_bark,3,1
3039,"[[-0.10672875 -0.10672138 -0.10671286 ...  0.          0.
   0.        ]
 [-0.10672773 -0.10672593 -0.10671587 ...  0.          0.
   0.        ]
 [-0.10672843 -0.10672038 -0.10670204 ...  0.          0.
   0.        ]
 ...
 [-0.10672995 -0.10672995 -0.10672995 ...  0.          0.
   0.        ]
 [-0.10672995 -0.10672995 -0.10672995 ...  0.          0.
   0.        ]
 [-0.10672995 -0.10672995 -0.10672995 ...  0.          0.
   0.        ]]",street_music,9,5
3040,"[[-0.17309579 -0.17614764 -0.1775056  ...  0.          0.
   0.        ]
 [-0.17677252 -0.1766184  -0.17715383 ...  0.          0.
   0.        ]
 [-0.1723723  -0.16633406 -0.15357226 ...  0.          0.
   0.        ]
 ...
 [-0.17839466 -0.17842102 -0.17842902 ...  0.          0.
   0.        ]
 [-0.17839472 -0.17842154 -0.17843054 ...  0.          0.
   0.        ]
 [-0.17839466 -0.17842165 -0.17843069 ...  0.          0.
   0.        ]]",street_music,9,5
3041,"[[-0.06766068 -0.11780734 -0.13686296 ...  0.          0.
   0.        ]
 [-0.01185065 -0.10339877 -0.13523474 ...  0.          0.
   0.        ]
 [ 0.1204889  -0.06231449 -0.12726067 ...  0.          0.
   0.        ]
 ...
 [-0.14028606 -0.14029303 -0.14029549 ...  0.          0.
   0.        ]
 [-0.1402868  -0.14029409 -0.14029646 ...  0.          0.
   0.        ]
 [-0.14028709 -0.14029431 -0.1402967  ...  0.          0.
   0.        ]]",street_music,9,5
3042,"[[-0.12150463 -0.1192834  -0.11895189 ...  0.          0.
   0.        ]
 [-0.1264425  -0.12581195 -0.12329806 ...  0.          0.
   0.        ]
 [-0.12360635 -0.10989846 -0.08306025 ...  0.          0.
   0.        ]
 ...
 [-0.12891231 -0.12897666 -0.1289985  ...  0.          0.
   0.        ]
 [-0.12891075 -0.12897675 -0.12899904 ...  0.          0.
   0.        ]
 [-0.1289132  -0.12897772 -0.1289993  ...  0.          0.
   0.        ]]",street_music,9,5
3043,"[[-0.14301376 -0.1435744  -0.14254601 ...  0.          0.
   0.        ]
 [-0.14458576 -0.14653401 -0.1429205  ...  0.          0.
   0.        ]
 [-0.13965283 -0.13029413 -0.11486893 ...  0.          0.
   0.        ]
 ...
 [-0.1487351  -0.14875826 -0.14876647 ...  0.          0.
   0.        ]
 [-0.14874321 -0.14876126 -0.14876728 ...  0.          0.
   0.        ]
 [-0.14874467 -0.1487617  -0.14876738 ...  0.          0.
   0.        ]]",street_music,9,5
3044,"[[-0.16259815 -0.16490482 -0.16841751 ...  0.          0.
   0.        ]
 [-0.16537371 -0.16129965 -0.16122617 ...  0.          0.
   0.        ]
 [-0.1632027  -0.14304316 -0.14659156 ...  0.          0.
   0.        ]
 ...
 [-0.1714781  -0.1714855  -0.17148803 ...  0.          0.
   0.        ]
 [-0.17147866 -0.17148589 -0.1714883  ...  0.          0.
   0.        ]
 [-0.17147884 -0.17148599 -0.17148837 ...  0.          0.
   0.        ]]",street_music,9,5
3045,"[[-0.22391768 -0.22555636 -0.2294859  ...  0.          0.
   0.        ]
 [-0.2077238  -0.22557124 -0.23133297 ...  0.          0.
   0.        ]
 [-0.20705475 -0.2246042  -0.21965857 ...  0.          0.
   0.        ]
 ...
 [-0.23507845 -0.23510039 -0.23510964 ...  0.          0.
   0.        ]
 [-0.23509578 -0.2351091  -0.23511367 ...  0.          0.
   0.        ]
 [-0.2350997  -0.2351106  -0.23511428 ...  0.          0.
   0.        ]]",street_music,9,10
3046,"[[ 0.01809559 -0.13469028 -0.1726784  ...  0.          0.
   0.        ]
 [ 0.23793304 -0.0850187  -0.19240488 ...  0.          0.
   0.        ]
 [ 3.2912877   0.74282753 -0.1893565  ...  0.          0.
   0.        ]
 ...
 [-0.19337441 -0.19352421 -0.1935742  ...  0.          0.
   0.        ]
 [-0.1933991  -0.19353051 -0.19357432 ...  0.          0.
   0.        ]
 [-0.19339544 -0.19352965 -0.19357438 ...  0.          0.
   0.        ]]",street_music,9,10
3047,"[[-0.18310384 -0.17978655 -0.18006732 ...  0.          0.
   0.        ]
 [-0.1834086  -0.17905019 -0.17795898 ...  0.          0.
   0.        ]
 [-0.17306402 -0.10636114 -0.11549699 ...  0.          0.
   0.        ]
 ...
 [-0.18627955 -0.18627943 -0.18627982 ...  0.          0.
   0.        ]
 [-0.18628006 -0.18628007 -0.1862803  ...  0.          0.
   0.        ]
 [-0.18628044 -0.18628065 -0.18628074 ...  0.          0.
   0.        ]]",street_music,9,10
3048,"[[-0.10357549 -0.18104093 -0.21040629 ...  0.          0.
   0.        ]
 [-0.07323299 -0.17988548 -0.21484713 ...  0.          0.
   0.        ]
 [ 0.01772271 -0.15472083 -0.21151716 ...  0.          0.
   0.        ]
 ...
 [-0.21764793 -0.2176599  -0.21766357 ...  0.          0.
   0.        ]
 [-0.2176482  -0.21766032 -0.2176641  ...  0.          0.
   0.        ]
 [-0.21764879 -0.2176605  -0.21766439 ...  0.          0.
   0.        ]]",street_music,9,10
3049,"[[-0.12228115  0.06504551  0.04699118 ...  0.          0.
   0.        ]
 [-0.1403366  -0.11695986 -0.15695938 ...  0.          0.
   0.        ]
 [ 0.16102327 -0.00201942  0.02426991 ...  0.          0.
   0.        ]
 ...
 [-0.2203038  -0.22076097 -0.22091399 ...  0.          0.
   0.        ]
 [-0.22030914 -0.22076295 -0.22091427 ...  0.          0.
   0.        ]
 [-0.22032472 -0.22076692 -0.22091432 ...  0.          0.
   0.        ]]",street_music,9,10
3050,"[[-0.26102868 -0.26723486 -0.26958722 ...  0.          0.
   0.        ]
 [-0.22762641 -0.2512277  -0.2671832  ...  0.          0.
   0.        ]
 [-0.17541195 -0.21332413 -0.25521255 ...  0.          0.
   0.        ]
 ...
 [-0.26956198 -0.26989612 -0.27000892 ...  0.          0.
   0.        ]
 [-0.26955932 -0.26989836 -0.27001154 ...  0.          0.
   0.        ]
 [-0.26957554 -0.26990268 -0.2700119  ...  0.          0.
   0.        ]]",street_music,9,10
3051,"[[-0.16434303 -0.1265384  -0.11229315 ...  0.          0.
   0.        ]
 [-0.18411654 -0.18444408 -0.18201728 ...  0.          0.
   0.        ]
 [-0.18495187 -0.18125117 -0.17441913 ...  0.          0.
   0.        ]
 ...
 [-0.18921089 -0.18921402 -0.18921116 ...  0.          0.
   0.        ]
 [-0.18921377 -0.18921599 -0.18921652 ...  0.          0.
   0.        ]
 [-0.18921554 -0.18921702 -0.18921746 ...  0.          0.
   0.        ]]",street_music,9,10
3052,"[[-0.13767125 -0.13767126 -0.1376713  ...  0.          0.
   0.        ]
 [-0.13767095 -0.13767092 -0.1376712  ...  0.          0.
   0.        ]
 [-0.13766924 -0.1376659  -0.13766883 ...  0.          0.
   0.        ]
 ...
 [-0.13767113 -0.13767081 -0.13767098 ...  0.          0.
   0.        ]
 [-0.13767108 -0.13767101 -0.13767123 ...  0.          0.
   0.        ]
 [-0.1376712  -0.13767116 -0.13767126 ...  0.          0.
   0.        ]]",car_horn,1,9
3053,"[[-0.15200819 -0.15200819 -0.15200819 ...  0.          0.
   0.        ]
 [-0.15200806 -0.15200813 -0.15200822 ...  0.          0.
   0.        ]
 [-0.15200643 -0.15200451 -0.15200381 ...  0.          0.
   0.        ]
 ...
 [-0.15200809 -0.15200803 -0.15200795 ...  0.          0.
   0.        ]
 [-0.15200813 -0.15200807 -0.15200809 ...  0.          0.
   0.        ]
 [-0.15200818 -0.15200816 -0.15200818 ...  0.          0.
   0.        ]]",car_horn,1,8
3054,"[[-0.1634317  -0.1634317  -0.1634317  ...  0.          0.
   0.        ]
 [-0.16343148 -0.16343156 -0.1634317  ...  0.          0.
   0.        ]
 [-0.16343038 -0.16342866 -0.16342795 ...  0.          0.
   0.        ]
 ...
 [-0.16343156 -0.1634315  -0.16343142 ...  0.          0.
   0.        ]
 [-0.16343138 -0.1634314  -0.1634316  ...  0.          0.
   0.        ]
 [-0.16343148 -0.16343154 -0.16343169 ...  0.          0.
   0.        ]]",car_horn,1,7
3055,"[[ 6.134364    4.0853515  -0.03520337 ...  0.          0.
   0.        ]
 [ 6.0704856   3.6197355  -0.177598   ...  0.          0.
   0.        ]
 [ 6.1616154   3.5665917  -0.18319707 ...  0.          0.
   0.        ]
 ...
 [-0.4178131  -0.41779235 -0.41781017 ...  0.          0.
   0.        ]
 [-0.41782984 -0.41782036 -0.41782537 ...  0.          0.
   0.        ]
 [-0.4178336  -0.41783226 -0.41783234 ...  0.          0.
   0.        ]]",gun_shot,6,10
3056,"[[ 0.7739356   0.24992722 -0.36350232 ...  0.          0.
   0.        ]
 [-0.24887884 -0.33169863 -0.41165984 ...  0.          0.
   0.        ]
 [-0.21831234 -0.2784416  -0.38030934 ...  0.          0.
   0.        ]
 ...
 [-0.42535493 -0.42538482 -0.42540196 ...  0.          0.
   0.        ]
 [-0.42540872 -0.4254148  -0.42542258 ...  0.          0.
   0.        ]
 [-0.42542285 -0.42542434 -0.42542565 ...  0.          0.
   0.        ]]",gun_shot,6,5
3057,"[[ 0.1842287   0.14791413  0.3977519  ...  0.          0.
   0.        ]
 [ 0.39119714  0.15512401  0.32457277 ...  0.          0.
   0.        ]
 [ 2.1940799   2.0372043   1.2660244  ...  0.          0.
   0.        ]
 ...
 [-0.20740087 -0.20745614 -0.20747459 ...  0.          0.
   0.        ]
 [-0.20740147 -0.20745635 -0.20747465 ...  0.          0.
   0.        ]
 [-0.20740385 -0.20745696 -0.20747466 ...  0.          0.
   0.        ]]",siren,8,5
3058,"[[ 0.02718561  0.09346969  0.76828426 ...  0.          0.
   0.        ]
 [ 0.5033105   0.737614    1.6086594  ...  0.          0.
   0.        ]
 [ 0.7070455   0.897596    2.17119    ...  0.          0.
   0.        ]
 ...
 [-0.23562382 -0.23565437 -0.23566455 ...  0.          0.
   0.        ]
 [-0.23562303 -0.23565423 -0.23566462 ...  0.          0.
   0.        ]
 [-0.23562258 -0.23565412 -0.23566465 ...  0.          0.
   0.        ]]",siren,8,5
3059,"[[ 1.1522276   1.0645101   0.3421468  ...  0.          0.
   0.        ]
 [ 2.75262     4.9361444   3.0074039  ...  0.          0.
   0.        ]
 [ 3.172396    4.658301    6.9975424  ...  0.          0.
   0.        ]
 ...
 [-0.25787374 -0.25787398 -0.25787407 ...  0.          0.
   0.        ]
 [-0.25787386 -0.25787407 -0.25787413 ...  0.          0.
   0.        ]
 [-0.25787386 -0.25787407 -0.25787416 ...  0.          0.
   0.        ]]",siren,8,5
3060,"[[ 0.59056497  0.3369568   0.23599681 ...  0.          0.
   0.        ]
 [ 3.2199578   1.7267646   1.106688   ...  0.          0.
   0.        ]
 [ 4.257397    6.0813713   4.700375   ...  0.          0.
   0.        ]
 ...
 [-0.25404117 -0.25405717 -0.2540625  ...  0.          0.
   0.        ]
 [-0.25404117 -0.2540572  -0.25406253 ...  0.          0.
   0.        ]
 [-0.2540422  -0.25405747 -0.25406256 ...  0.          0.
   0.        ]]",siren,8,5
3061,"[[ 0.14417297  0.31846562  0.2330978  ...  0.          0.
   0.        ]
 [ 2.7230732   2.0158083   2.1941729  ...  0.          0.
   0.        ]
 [ 3.5927205   2.9651217   4.8036094  ...  0.          0.
   0.        ]
 ...
 [-0.23774017 -0.23774226 -0.23774292 ...  0.          0.
   0.        ]
 [-0.23774007 -0.23774229 -0.23774302 ...  0.          0.
   0.        ]
 [-0.2377406  -0.23774244 -0.23774306 ...  0.          0.
   0.        ]]",siren,8,5
3062,"[[ 0.17674273  0.33142248  0.24903561 ...  0.          0.
   0.        ]
 [ 1.074278    0.7659415   0.5199466  ...  0.          0.
   0.        ]
 [ 2.2040691   3.2049296   2.7511466  ...  0.          0.
   0.        ]
 ...
 [-0.2477564  -0.24782696 -0.24785051 ...  0.          0.
   0.        ]
 [-0.24776018 -0.24782798 -0.24785057 ...  0.          0.
   0.        ]
 [-0.24776345 -0.24782881 -0.2478506  ...  0.          0.
   0.        ]]",siren,8,5
3063,"[[ 0.6053438   0.41943678 -0.01357511 ...  0.          0.
   0.        ]
 [ 0.889121    1.2001005   1.3591942  ...  0.          0.
   0.        ]
 [ 5.662214    2.772338    1.2906933  ...  0.          0.
   0.        ]
 ...
 [-0.29822522 -0.2983983  -0.29845592 ...  0.          0.
   0.        ]
 [-0.29822874 -0.29839918 -0.29845598 ...  0.          0.
   0.        ]
 [-0.29823244 -0.2984001  -0.298456   ...  0.          0.
   0.        ]]",siren,8,5
3064,"[[ 2.057799    1.2571083   0.32237172 ...  0.          0.
   0.        ]
 [ 2.9432738   2.763062    2.3283443  ...  0.          0.
   0.        ]
 [11.159799    8.723468    4.456218   ...  0.          0.
   0.        ]
 ...
 [-0.30743438 -0.30757904 -0.3076273  ...  0.          0.
   0.        ]
 [-0.30744684 -0.30758226 -0.3076274  ...  0.          0.
   0.        ]
 [-0.3074513  -0.3075834  -0.30762744 ...  0.          0.
   0.        ]]",siren,8,5
3065,"[[ 0.37803486  0.14026964  0.15577896 ...  0.          0.
   0.        ]
 [ 0.36675888  0.54873186  0.64953804 ...  0.          0.
   0.        ]
 [ 0.9841098   1.3213596   2.5377822  ...  0.          0.
   0.        ]
 ...
 [-0.24730228 -0.24737242 -0.24739571 ...  0.          0.
   0.        ]
 [-0.24730681 -0.2473736  -0.24739584 ...  0.          0.
   0.        ]
 [-0.24730745 -0.24737376 -0.24739589 ...  0.          0.
   0.        ]]",children_playing,2,7
